posicion,indice,keyword,vertical,tipo_keyword
6230,898,zapatillas 47 street negras,Indumentaria y Calzado,modelo_producto
6231,9439,utensilios hudson,"Muebles, Hogar y Deco",categoria_generica
6232,6816,tender de ropa con alas,"Muebles, Hogar y Deco",modelo_producto
6233,592,cocina volcan,Electro y Tecno,categoria_generica
6234,7683,smart tv bgh 50 pulgadas,Electro y Tecno,modelo_producto
6235,11366,plancha vaporizador,Salud y Belleza,categoria_generica
6236,4187,escorial palace,Electro y Tecno,categoria_generica
6237,8415,bateria compatible motorola e6 plus,Electro y Tecno,modelo_producto
6238,4262,redmi a7,Electro y Tecno,modelo_producto
6239,1313,auriculares deportivos,Electro y Tecno,categoria_generica
6240,7419,respaldo de cama,"Muebles, Hogar y Deco",categoria_generica
6241,8399,bateria lg k10 2017,Autos y Motos,modelo_producto
6242,11595,protector de tension stand by,Deporte y Fitness,modelo_producto
6243,10452,sony mhc v43d,Electro y Tecno,modelo_producto
6244,369,licuadora liliana,Electro y Tecno,categoria_marca
6245,3198,cafetera breville,Electro y Tecno,categoria_generica
6246,7371,porta detergente y esponja para cocina,"Muebles, Hogar y Deco",modelo_producto
6247,12419,motorola g60s,Electro y Tecno,modelo_producto
6248,10874,celular zte blade a72s 128gb,Electro y Tecno,categoria_atributo
6249,7531,cochecito chicco bravo,Bebes y Niños,categoria_generica
6250,10707,portafolio notebook,Electro y Tecno,categoria_generica
6251,3728,ventilador de techo con luz led,Electro y Tecno,modelo_producto
6252,4961,piletas y piscinas,"Muebles, Hogar y Deco",categoria_generica
6253,5721,pequeños electrodomesticos,Electro y Tecno,categoria_generica
6254,2134,perfume kenzo mujer,Salud y Belleza,categoria_generica
6255,10817,tela lenovo,"Muebles, Hogar y Deco",categoria_marca
6256,4623,bomba periferica 3/4 hp,Electro y Tecno,modelo_producto
6257,1528,bicicleta sin pedales,Deporte y Fitness,categoria_generica
6258,9784,vincha de gabby y la casa de muñecas,Bebes y Niños,modelo_producto
6259,11280,secador gama iq perfetto,Salud y Belleza,modelo_producto
6260,3634,soporte lumbar,Electro y Tecno,categoria_generica
6261,11881,samsung neo qled qn90b,Electro y Tecno,modelo_producto
6262,10691,sony tablet,Electro y Tecno,categoria_marca
6263,2618,fifine k688,Electro y Tecno,categoria_generica
6264,6824,sillas mascardi reforzadas,"Muebles, Hogar y Deco",categoria_generica
6265,454,samsung a20s,Electro y Tecno,modelo_producto
6266,8224,tabla de cocina madera,"Muebles, Hogar y Deco",modelo_producto
6267,7343,mochila jansport flores,Indumentaria y Calzado,categoria_generica
6268,8125,mouse gamer logitech g402 cable,Electro y Tecno,categoria_atributo
6269,8198,cocina domec 50 cm,Electro y Tecno,modelo_producto
6270,804,owala botella,Electro y Tecno,categoria_generica
6271,6938,muñeca skipper barbie,Bebes y Niños,categoria_generica
6272,368,motorola g8 power lite,Electro y Tecno,modelo_producto
6273,3598,base para lavarropas,Electro y Tecno,categoria_generica
6274,2695,idole perfume,Salud y Belleza,categoria_generica
6275,12869,termo mate autocebante,"Muebles, Hogar y Deco",categoria_generica
6276,1799,purificador de agua dvigi,Electro y Tecno,modelo_producto
6277,10822,parlante alpine,Electro y Tecno,categoria_generica
6278,6729,apple de airpods,Electro y Tecno,categoria_marca
6279,10035,jbl dj xpert j2515,Electro y Tecno,modelo_producto
6280,5023,pelopincho 8000 litros,"Muebles, Hogar y Deco",categoria_atributo
6281,4061,aspiradora lava tapizados,Electro y Tecno,categoria_generica
6282,12738,cubre pileta y base pelopincho 1055,"Muebles, Hogar y Deco",modelo_producto
6283,243,motorola g14,Electro y Tecno,modelo_producto
6284,11234,tripode para luces,"Muebles, Hogar y Deco",categoria_generica
6285,3460,termotanque electrico saiar 55 litros,Electro y Tecno,categoria_atributo
6286,2877,honor x5,Electro y Tecno,categoria_generica
6287,150,iphone 14 plus,Electro y Tecno,modelo_producto
6288,10032,motorola moto edge 40,Electro y Tecno,modelo_producto
6289,10481,24 faubourg hermes,Electro y Tecno,categoria_generica
6290,1863,minoxidil espuma,Salud y Belleza,categoria_generica
6291,4454,el erudito,Bebes y Niños,categoria_generica
6292,9847,carrito bicicleta,Deporte y Fitness,categoria_generica
6293,1490,monopoly juego de mesa,Bebes y Niños,modelo_producto
6294,722,bad boy carolina herrera,Salud y Belleza,modelo_producto
6295,5271,aspiradora moulinex,Electro y Tecno,categoria_marca
6296,3271,severbon,Electro y Tecno,modelo_producto
6297,1876,remachadora pop,Electro y Tecno,categoria_generica
6298,2108,estantes y repisas,"Muebles, Hogar y Deco",categoria_generica
6299,9581,slp 5 pro lady rodado 29,Deporte y Fitness,categoria_atributo
6300,8480,juguete control de convertidor,Electro y Tecno,modelo_producto
6301,3273,inodoro largo con mochila,"Muebles, Hogar y Deco",modelo_producto
6302,3957,camaras compactas,Electro y Tecno,categoria_generica
6303,8852,mini ventilador de pie,Electro y Tecno,modelo_producto
6304,3645,caloventor alpaca,Electro y Tecno,categoria_generica
6305,4167,microfono inalambrico corbatero,Electro y Tecno,categoria_atributo
6306,11937,xiaomi redmi buds essential,Electro y Tecno,modelo_producto
6307,4431,carro organizador,"Muebles, Hogar y Deco",categoria_generica
6308,1840,caballete para moto,Electro y Tecno,categoria_generica
6309,4338,gorra volcom,Indumentaria y Calzado,categoria_generica
6310,7652,memorias,Electro y Tecno,modelo_producto
6311,7270,planchita gama,Salud y Belleza,categoria_generica
6312,673,aspiradora atma,Electro y Tecno,categoria_marca
6313,4816,canon g2100,Electro y Tecno,categoria_generica
6314,242,a12 samsung,Electro y Tecno,modelo_producto
6315,7566,muñeca bebote nenuco,Bebes y Niños,categoria_generica
6316,6401,hidroaspiradora,"Muebles, Hogar y Deco",modelo_producto
6317,2949,placard sin puertas,"Muebles, Hogar y Deco",categoria_generica
6318,10153,tostadora kitchenaid 2 panes,Electro y Tecno,modelo_producto
6319,5575,anteojos clubmaster,Electro y Tecno,categoria_generica
6320,1753,iphone se 2da generacion,Electro y Tecno,modelo_producto
6321,8822,bangho max g5,Electro y Tecno,categoria_generica
6322,9549,autos motos y otros,Autos y Motos,categoria_generica
6323,3121,horno electrico 50 litros,Electro y Tecno,categoria_atributo
6324,11453,carpa para 4 personas reforzada,Deporte y Fitness,modelo_producto
6325,1994,dell inspiron 15 3000,Electro y Tecno,modelo_producto
6326,11660,accesorios de cocina,Electro y Tecno,categoria_generica
6327,397,cafetera peabody,Electro y Tecno,categoria_marca
6328,1919,escalera telescopica,"Muebles, Hogar y Deco",categoria_generica
6329,688,cepilladora de madera,Deporte y Fitness,categoria_generica
6330,4765,microfono corbatero para celular,Electro y Tecno,modelo_producto
6331,5923,silla de comer love 3 en 1,Bebes y Niños,modelo_producto
6332,5368,rutina loreal acido hialuronico,Salud y Belleza,modelo_producto
6333,2486,so scandal,Salud y Belleza,categoria_generica
6334,6248,estufa giratoria,Electro y Tecno,categoria_generica
6335,3739,colchon de espuma de alta densidad,"Muebles, Hogar y Deco",modelo_producto
6336,7063,amazfit t-rex ultra,Electro y Tecno,modelo_producto
6337,6477,muñeca skelita calaveras,Bebes y Niños,categoria_generica
6338,12569,chromecast snow,Electro y Tecno,categoria_generica
6339,10465,handy gadnic wk99u,Electro y Tecno,modelo_producto
6340,11221,patineta con luces,"Muebles, Hogar y Deco",categoria_generica
6341,318,xiaomi 15,Electro y Tecno,modelo_producto
6342,10826,alcatel c1,Electro y Tecno,categoria_generica
6343,7275,proyector con bluetooth,Electro y Tecno,categoria_atributo
6344,8087,hp naftera,Electro y Tecno,categoria_marca
6345,3106,plancha a vapor vertical philips,Electro y Tecno,modelo_producto
6346,4279,parrilla chica,Electro y Tecno,categoria_generica
6347,882,xiaomi note 15,Electro y Tecno,modelo_producto
6348,6012,cerave acne,Salud y Belleza,categoria_generica
6349,5319,zapatillas talle 37 mujer,Indumentaria y Calzado,modelo_producto
6350,9422,sillon topo,"Muebles, Hogar y Deco",categoria_generica
6351,3730,rack para tv flotante moderno,"Muebles, Hogar y Deco",modelo_producto
6352,6281,taladro omaha,Electro y Tecno,categoria_generica
6353,8721,sandwichera yelmo sw 1800,Electro y Tecno,modelo_producto
6354,8159,carpeta de stitch,Indumentaria y Calzado,categoria_generica
6355,12589,c6n ezviz,Electro y Tecno,categoria_generica
6356,12199,celular motorola g13,Electro y Tecno,modelo_producto
6357,9372,oca matic,Bebes y Niños,categoria_generica
6358,10845,notebook hdc,Electro y Tecno,categoria_generica
6359,6501,bicicleta fija randers,Deporte y Fitness,categoria_marca
6360,11761,smartwatch dt no.1 dt100,Electro y Tecno,modelo_producto
6361,4035,termotanque señorial 40 litros,Electro y Tecno,categoria_atributo
6362,11058,mopa plana microfibra,"Muebles, Hogar y Deco",categoria_generica
6363,10379,apple watch midnight,Electro y Tecno,categoria_marca
6364,10461,parlantes bomber 6x9,Electro y Tecno,categoria_generica
6365,4722,barra de sonido hisense,Electro y Tecno,modelo_producto
6366,4595,multigimnasio olmo,Deporte y Fitness,categoria_generica
6367,1706,peluche juguetes de five nights at freddy's,Bebes y Niños,modelo_producto
6368,863,depiladora,Salud y Belleza,modelo_producto
6369,9266,medidas sofa 3 cuerpos,"Muebles, Hogar y Deco",modelo_producto
6370,6014,crema clinique,Salud y Belleza,categoria_generica
6371,7213,planchita gadnic,Salud y Belleza,categoria_marca
6372,4796,iphone 14 red,Electro y Tecno,modelo_producto
6373,6645,teclado xtrike me,Electro y Tecno,categoria_generica
6374,12809,sillas kansas mascardi,"Muebles, Hogar y Deco",categoria_generica
6375,12048,notebook dell inspiron 5620,Electro y Tecno,modelo_producto
6376,10747,heladera con ruedas,Electro y Tecno,categoria_generica
6377,2319,bicicleta rodado 26 mountain bike,Deporte y Fitness,categoria_atributo
6378,7954,adaptador plug a usb,Electro y Tecno,modelo_producto
6379,9141,vaporera olla,Electro y Tecno,categoria_generica
6380,3264,stereo sony,Electro y Tecno,categoria_marca
6381,3038,colectivo de juguete,Bebes y Niños,categoria_generica
6382,7058,termotanque coppens 50 litros,Electro y Tecno,categoria_atributo
6383,10123,funda tcl 40 nxtpaper,Electro y Tecno,modelo_producto
6384,8902,microlab 2.1,Electro y Tecno,categoria_generica
6385,6839,tamizador de yerba,"Muebles, Hogar y Deco",categoria_generica
6386,3148,jbl max 15,Electro y Tecno,modelo_producto
6387,7462,thermacare,"Muebles, Hogar y Deco",modelo_producto
6388,4471,minoxidil 5 espuma,Salud y Belleza,categoria_generica
6389,5525,tcl l9s,Electro y Tecno,categoria_generica
6390,4241,sony m5,Electro y Tecno,modelo_producto
6391,11682,lavavajilla drean dish 15.2 dtx 15c,Electro y Tecno,modelo_producto
6392,5485,reloj timex ironman,Electro y Tecno,categoria_generica
6393,12846,banquetas desayunador x2,"Muebles, Hogar y Deco",categoria_generica
6394,5466,malla reloj xiaomi,Electro y Tecno,categoria_marca
6395,11785,auriculares redmi buds 4 lite,Electro y Tecno,modelo_producto
6396,2326,seguridad para el hogar,Electro y Tecno,categoria_generica
6397,8142,47 street willa,Indumentaria y Calzado,categoria_generica
6398,7072,ventilador de pared 20 pulgadas,Electro y Tecno,categoria_atributo
6399,7076,iphone 13 mini midnight,Electro y Tecno,modelo_producto
6400,3899,juguete aveeno baby,Bebes y Niños,categoria_generica
6401,7628,conservadora polarbox,Electro y Tecno,categoria_generica
6402,1891,manguera de riego 1/2,"Muebles, Hogar y Deco",modelo_producto
6403,913,bandas elasticas,Deporte y Fitness,categoria_generica
6404,1705,esterilizadores,Bebes y Niños,modelo_producto
6405,823,digecaps,Salud y Belleza,modelo_producto
6406,3426,lenovo yoga slim 7,Electro y Tecno,modelo_producto
6407,6836,luces de feria,"Muebles, Hogar y Deco",categoria_generica
6408,586,flexible de agua,Electro y Tecno,categoria_generica
6409,7481,power legs,Salud y Belleza,categoria_generica
6410,3060,multigimnasio,Deporte y Fitness,modelo_producto
6411,3555,cortadora de fiambre ultracomb,Electro y Tecno,modelo_producto
6412,1227,maquina smith,Electro y Tecno,categoria_generica
6413,11842,cargador samsung s21 fe,Electro y Tecno,modelo_producto
6414,4280,hp de compresor,Electro y Tecno,categoria_marca
6415,5269,cámara domo,Electro y Tecno,categoria_generica
6416,6307,loxon pintura latex exterior rojo,Electro y Tecno,modelo_producto
6417,9681,mesa nordica cuadrada,"Muebles, Hogar y Deco",categoria_generica
6418,5407,aire split inverter,Electro y Tecno,categoria_atributo
6419,11021,termo discovery 500 ml,"Muebles, Hogar y Deco",modelo_producto
6420,1050,iphone 17 pro colores,Electro y Tecno,modelo_producto
6421,7951,reloj casio mini,Electro y Tecno,categoria_generica
6422,7568,juguete valentina muñeca,Bebes y Niños,categoria_generica
6423,356,motorola edge 60 fusion,Electro y Tecno,modelo_producto
6424,703,tecno spark 20c,Electro y Tecno,categoria_generica
6425,4491,afeitadora remington,Salud y Belleza,categoria_generica
6426,2300,bateria de ollas,Autos y Motos,categoria_generica
6427,1093,almohada triangular,"Muebles, Hogar y Deco",categoria_generica
6428,5206,camara digital para niños,Electro y Tecno,modelo_producto
6429,642,reloj swatch,Electro y Tecno,categoria_generica
6430,4827,motosierra philco,Electro y Tecno,categoria_marca
6431,12306,tv xiaomi 55,Electro y Tecno,modelo_producto
6432,12562,climatizador daewoo,Electro y Tecno,categoria_generica
6433,8797,funda samsung a03,Electro y Tecno,modelo_producto
6434,12741,grampa media omega 1/2,"Muebles, Hogar y Deco",modelo_producto
6435,7953,pava electrica everest,Electro y Tecno,categoria_atributo
6436,5046,faca cuchillo,"Muebles, Hogar y Deco",categoria_generica
6437,4235,impresora de tickets,Electro y Tecno,categoria_generica
6438,897,aspiradora trapeadora irobot roomba combo,Electro y Tecno,modelo_producto
6439,784,fire bird 29,Deporte y Fitness,categoria_generica
6440,6920,juguetes para 6 años varon,Bebes y Niños,modelo_producto
6441,5999,bellissima secador de pelo,Salud y Belleza,modelo_producto
6442,1884,zapatillas kappa hombre,Indumentaria y Calzado,categoria_generica
6443,4647,lavarropas patrick 6 kg,Electro y Tecno,modelo_producto
6444,6641,logitech combo touch,Electro y Tecno,categoria_generica
6445,2301,autos motos y camionetas,Bebes y Niños,categoria_generica
6446,6006,tobacco touch,Salud y Belleza,categoria_generica
6447,6165,estufa garrafera philco,Electro y Tecno,categoria_marca
6448,997,mecha copa para pared,Electro y Tecno,modelo_producto
6449,1961,mesa ratona industrial,"Muebles, Hogar y Deco",categoria_atributo
6450,10848,serrucho durlock,Electro y Tecno,categoria_generica
6451,3324,gazebo 6x3,"Muebles, Hogar y Deco",categoria_generica
6452,1193,lavarropas candy carga superior,Electro y Tecno,modelo_producto
6453,3521,tank 3 pro,Electro y Tecno,categoria_generica
6454,9607,oxea hunter rodado 29,Deporte y Fitness,categoria_atributo
6455,2261,inodoro corto con mochila,"Muebles, Hogar y Deco",modelo_producto
6456,1588,motorola moto e40,Electro y Tecno,modelo_producto
6457,5571,boroscopio industrial,Electro y Tecno,categoria_atributo
6458,12358,gabinete iqual,Electro y Tecno,categoria_generica
6459,867,juguete aire de ventana,Electro y Tecno,modelo_producto
6460,12940,acolchado unicornio,"Muebles, Hogar y Deco",categoria_generica
6461,6238,aspiradora mopa,Electro y Tecno,categoria_generica
6462,11669,"monitor 24"" full hd odyssey crg5 samsung",Electro y Tecno,modelo_producto
6463,10438,parlantes philco bluetooth,Electro y Tecno,categoria_marca
6464,749,devotion dolce gabbana,Salud y Belleza,categoria_generica
6465,6048,juguete carpa bebe,Bebes y Niños,categoria_generica
6466,313,camara de fotos,Electro y Tecno,categoria_generica
6467,1443,samsung a16 5g,Electro y Tecno,modelo_producto
6468,12794,cocina morelli vintage 600,Electro y Tecno,modelo_producto
6469,2262,mochila viral de viaje,Indumentaria y Calzado,modelo_producto
6470,5356,rutini chardonnay,"Muebles, Hogar y Deco",categoria_generica
6471,1890,cama elastica 3 mts,"Muebles, Hogar y Deco",modelo_producto
6472,5553,alcatel u5,Electro y Tecno,categoria_generica
6473,5179,smart tv philips 43 características,Electro y Tecno,modelo_producto
6474,7017,pava eléctrica oster acero inoxidable,Electro y Tecno,categoria_atributo
6475,12479,noga sw04,Electro y Tecno,categoria_generica
6476,5419,garrafa de camping,Deporte y Fitness,categoria_generica
6477,7564,juguete triciclo con capota,Bebes y Niños,modelo_producto
6478,7128,planchita de pelo suono,Salud y Belleza,modelo_producto
6479,10107,horno a gas empotrable ariston,Electro y Tecno,modelo_producto
6480,10811,extractor rulemanes,Electro y Tecno,categoria_generica
6481,6700,tablet lg,Electro y Tecno,categoria_marca
6482,5682,mesa recibidora nordica,"Muebles, Hogar y Deco",categoria_generica
6483,10994,cocina aurora argenta 4,Electro y Tecno,modelo_producto
6484,5107,bensimon perfume hombre,Salud y Belleza,categoria_generica
6485,4452,caloventor baño,Electro y Tecno,categoria_generica
6486,2370,jbl tune 110,Electro y Tecno,modelo_producto
6487,145,mochila maternal,Indumentaria y Calzado,categoria_generica
6488,11486,mirabel disney 100,Bebes y Niños,categoria_generica
6489,7354,parrillas,"Muebles, Hogar y Deco",modelo_producto
6490,5763,termotanque energy safe,Electro y Tecno,categoria_generica
6491,9790,kit para armar pulseras y collares,Deporte y Fitness,modelo_producto
6492,6404,kitchinet,Electro y Tecno,modelo_producto
6493,8308,lancha inflable,"Muebles, Hogar y Deco",categoria_generica
6494,1812,horno pizzero electrico,Electro y Tecno,categoria_atributo
6495,8684,freezer whirlpool 220 litros,Electro y Tecno,modelo_producto
6496,393,auriculares,Electro y Tecno,categoria_generica
6497,1359,cocina drean,Electro y Tecno,categoria_marca
6498,3865,aire acondicionado solo frio,Electro y Tecno,modelo_producto
6499,12359,xinji c1,Electro y Tecno,categoria_generica
6500,11973,tablet tabi t-go,Electro y Tecno,modelo_producto
6501,5381,gucci bamboo,Salud y Belleza,categoria_generica
6502,10308,pizarra magica grande,Electro y Tecno,categoria_generica
6503,2973,sillas negras,"Muebles, Hogar y Deco",categoria_generica
6504,10998,luces de emergencia 60 led,"Muebles, Hogar y Deco",modelo_producto
6505,10552,lg rn9,Electro y Tecno,modelo_producto
6506,4273,auriculares dekkin,Electro y Tecno,categoria_generica
6507,7546,cuna bebesit colecho,Bebes y Niños,categoria_generica
6508,9911,auriculares bluetooth jbl tune 510bt,Electro y Tecno,modelo_producto
6509,5814,anafe electrico ultracomb,Electro y Tecno,categoria_atributo
6510,3958,calefactores tiro balanceado en u,Electro y Tecno,categoria_generica
6511,6508,banquito de plastico,Deporte y Fitness,categoria_generica
6512,1351,taco gato cabra queso pizza,Bebes y Niños,modelo_producto
6513,596,nebulizador,Salud y Belleza,modelo_producto
6514,8726,samsung funda s10 plus,Electro y Tecno,modelo_producto
6515,4192,microcomponente sony,Electro y Tecno,categoria_marca
6516,3277,inodoro piazza amalfi,"Muebles, Hogar y Deco",categoria_generica
6517,9139,brinox ollas,Electro y Tecno,categoria_generica
6518,12158,tablet noblex t8a1ie,Electro y Tecno,modelo_producto
6519,980,horno pizzero 12 moldes,Electro y Tecno,modelo_producto
6520,6011,selsun shampoo,Salud y Belleza,categoria_generica
6521,12074,bangho zero m4,Electro y Tecno,categoria_generica
6522,5930,caja de ferrero rocher 12,"Muebles, Hogar y Deco",modelo_producto
6523,10410,heladera lacar con freezer,Electro y Tecno,modelo_producto
6524,11202,bomba centrífuga,"Muebles, Hogar y Deco",categoria_generica
6525,4302,singer overlock,Electro y Tecno,categoria_generica
6526,2258,motorola,Electro y Tecno,modelo_producto
6527,4505,lustradora de autos,Autos y Motos,categoria_generica
6528,6804,crique hidraulico 3 toneladas,Autos y Motos,modelo_producto
6529,4553,corralito bebe plegable,Bebes y Niños,categoria_atributo
6530,9767,muñeca barbie,Bebes y Niños,categoria_generica
6531,3398,baby call gadnic,Bebes y Niños,categoria_marca
6532,9779,bicicleta nordic rodado 29 mujer,Deporte y Fitness,categoria_atributo
6533,6547,maquina de coser industrial overlock,Electro y Tecno,categoria_atributo
6534,3069,impresoras fiscales,Electro y Tecno,categoria_generica
6535,1829,electrolux licuadora,Electro y Tecno,categoria_marca
6536,10905,mochila arena 45 litros,Indumentaria y Calzado,categoria_atributo
6537,12663,zapatillas montagne viper,Indumentaria y Calzado,categoria_generica
6538,9160,mopa xiaomi,"Muebles, Hogar y Deco",categoria_marca
6539,6590,planchita de pelo profesional para peluqueria,Salud y Belleza,categoria_atributo
6540,7806,dell latitude i7,Electro y Tecno,modelo_producto
6541,10344,ventilador ken brown,Electro y Tecno,categoria_generica
6542,11229,santista prata,"Muebles, Hogar y Deco",categoria_generica
6543,7727,samsung galaxy s20 5g,Electro y Tecno,modelo_producto
6544,7357,frazadas,"Muebles, Hogar y Deco",modelo_producto
6545,4194,minicomponente panasonic,Electro y Tecno,categoria_generica
6546,66,perfumes,Salud y Belleza,categoria_generica
6547,7827,cafetera philips con molinillo,Electro y Tecno,modelo_producto
6548,2020,lenovo loq 15,Electro y Tecno,modelo_producto
6549,12599,botella maped,Electro y Tecno,categoria_generica
6550,2120,cucha perro,"Muebles, Hogar y Deco",categoria_generica
6551,1793,apple watch se,Electro y Tecno,categoria_marca
6552,11615,barra de sonido c450,Electro y Tecno,modelo_producto
6553,3414,juguete bolso de bebe,Bebes y Niños,modelo_producto
6554,2475,serene herbs soursop bitters,Salud y Belleza,modelo_producto
6555,632,mac mini m4,Deporte y Fitness,categoria_generica
6556,8003,droid box,Electro y Tecno,categoria_generica
6557,7027,taladro inalambrico dowen pagio,Electro y Tecno,categoria_atributo
6558,10571,lg ck57,Electro y Tecno,modelo_producto
6559,9690,pata pata caballito,Bebes y Niños,categoria_generica
6560,12584,yaber u6,Electro y Tecno,categoria_generica
6561,11683,parlante crown mustang atomic 6.5,Electro y Tecno,modelo_producto
6562,8187,monster high skulltimate secrets,"Muebles, Hogar y Deco",modelo_producto
6563,5052,sommier sealy,"Muebles, Hogar y Deco",categoria_generica
6564,10805,tcl l10+,Electro y Tecno,categoria_generica
6565,534,cleanex gel limpiador,Salud y Belleza,categoria_generica
6566,7665,heladera electrolux side by side,Electro y Tecno,modelo_producto
6567,1055,macbook air m2,Electro y Tecno,categoria_generica
6568,4531,juguete control de samsung,Electro y Tecno,modelo_producto
6569,6691,chromecast xiaomi,Electro y Tecno,categoria_marca
6570,457,haylou gt1,Electro y Tecno,categoria_generica
6571,10206,sony shake x7d,Electro y Tecno,modelo_producto
6572,327,rallador electrico,Electro y Tecno,categoria_atributo
6573,7214,escritorio con cajoneras,"Muebles, Hogar y Deco",categoria_generica
6574,7973,a42 samsung,Electro y Tecno,modelo_producto
6575,2383,soporte para colgar bicicleta,Deporte y Fitness,modelo_producto
6576,2220,garmin vivoactive 5,Electro y Tecno,categoria_generica
6577,12779,star belly dream lites,"Muebles, Hogar y Deco",modelo_producto
6578,8519,juguete baby alive,Bebes y Niños,categoria_generica
6579,3702,zapatillas wake mujer,Indumentaria y Calzado,categoria_generica
6580,562,redmi 12,Electro y Tecno,modelo_producto
6581,12805,tv kanji 60,Electro y Tecno,categoria_generica
6582,6410,skala divina cor,Salud y Belleza,categoria_generica
6583,3100,multiprocesadora liliana 9 en 1,Electro y Tecno,modelo_producto
6584,5030,sillon de amamantar,"Muebles, Hogar y Deco",categoria_generica
6585,5482,pava atma vintage,Electro y Tecno,categoria_marca
6586,10823,mascara para fumigar,Electro y Tecno,categoria_generica
6587,11768,redmi note 11 twilight blue,Electro y Tecno,modelo_producto
6588,3880,juguete bolso con ruedas,Bebes y Niños,modelo_producto
6589,3354,polo sport ralph lauren,Salud y Belleza,modelo_producto
6590,2732,nike monarch,Deporte y Fitness,categoria_generica
6591,2803,zte blade a5,Electro y Tecno,categoria_generica
6592,1445,infinix smart 8,Electro y Tecno,categoria_atributo
6593,12622,fingertime,Electro y Tecno,modelo_producto
6594,9064,qcy t5,Electro y Tecno,categoria_generica
6595,6316,zapatilla de hombre deportiva,Indumentaria y Calzado,modelo_producto
6596,5619,cubos organizadores,"Muebles, Hogar y Deco",categoria_generica
6597,6945,mesa de luz wengue,"Muebles, Hogar y Deco",modelo_producto
6598,5497,cortadora de madera circular,Electro y Tecno,modelo_producto
6599,8690,samsung monitor de 18 pulgadas,Electro y Tecno,modelo_producto
6600,2028,gopro hero 13,Electro y Tecno,categoria_generica
6601,5143,juguete ripped fast,Bebes y Niños,categoria_generica
6602,11350,muscletech creatina,Salud y Belleza,categoria_generica
6603,5286,philips de procesadora,Electro y Tecno,categoria_marca
6604,7075,logitech mx keys mini,Electro y Tecno,modelo_producto
6605,3056,heladerita conservadora,Electro y Tecno,categoria_generica
6606,11072,bratz rock angelz,"Muebles, Hogar y Deco",categoria_generica
6607,12002,licuadora moulinex clic pro,Electro y Tecno,modelo_producto
6608,133,ryzen 5 5600g,Electro y Tecno,categoria_generica
6609,7108,horno electrico aurora,Electro y Tecno,categoria_atributo
6610,990,samsung s20 ultra,Electro y Tecno,modelo_producto
6611,6798,conjunto,"Muebles, Hogar y Deco",modelo_producto
6612,1376,cubierta rodado 29,Deporte y Fitness,categoria_atributo
6613,9086,ojotas rusty,Electro y Tecno,categoria_generica
6614,7751,botella termica 500 ml,Electro y Tecno,modelo_producto
6615,3771,alacena para baño,"Muebles, Hogar y Deco",categoria_generica
6616,8835,tecno pova 4,Electro y Tecno,categoria_generica
6617,2274,tabla de planchar plegable,"Muebles, Hogar y Deco",categoria_atributo
6618,84,samsung a04,Electro y Tecno,modelo_producto
6619,739,drean next,Electro y Tecno,categoria_marca
6620,2145,french avenue,Salud y Belleza,categoria_generica
6621,9685,muñeca rainbow high,Bebes y Niños,categoria_generica
6622,12248,tablet admiral fire,Electro y Tecno,categoria_generica
6623,2787,huawei watch fit 4,Electro y Tecno,modelo_producto
6624,12676,billetera pocket mujer,Indumentaria y Calzado,categoria_generica
6625,9618,muñeca harley quinn barbie,Bebes y Niños,modelo_producto
6626,9487,gomitas de vitamina c,Salud y Belleza,modelo_producto
6627,3438,bicicleta fiat 500,Deporte y Fitness,categoria_generica
6628,7320,olympus,Electro y Tecno,modelo_producto
6629,933,macbook air m4,Electro y Tecno,categoria_generica
6630,5979,tacho led,"Muebles, Hogar y Deco",categoria_generica
6631,12073,aire portatil tivoli,Electro y Tecno,categoria_atributo
6632,3761,ionizador solar para piletas,"Muebles, Hogar y Deco",modelo_producto
6633,7028,secarropas whirlpool 10 kg,Electro y Tecno,modelo_producto
6634,1478,canon r50,Electro y Tecno,categoria_generica
6635,2848,midnight iphone 13,Electro y Tecno,modelo_producto
6636,8467,control remoto samsung,Electro y Tecno,categoria_marca
6637,6766,minibar heladera,Electro y Tecno,categoria_generica
6638,4932,vitrocalefactor,Electro y Tecno,modelo_producto
6639,9428,lincoln logs,"Muebles, Hogar y Deco",categoria_generica
6640,9552,bateria a51 compatible,Autos y Motos,categoria_generica
6641,8386,nebulizador pulmoneb,Salud y Belleza,categoria_generica
6642,6273,heladera color,Electro y Tecno,categoria_generica
6643,12098,camara de seguridad sica,Electro y Tecno,modelo_producto
6644,5054,loteria familiar,Bebes y Niños,categoria_generica
6645,1078,linga para moto,Electro y Tecno,categoria_generica
6646,2786,jbl wave buds 2,Electro y Tecno,modelo_producto
6647,7380,sommier springwall 2 plazas,"Muebles, Hogar y Deco",modelo_producto
6648,3537,arqueador de pestañas electrico,Electro y Tecno,categoria_atributo
6649,11243,sillon chester,"Muebles, Hogar y Deco",categoria_generica
6650,4154,hp impresora con escaner,Electro y Tecno,modelo_producto
6651,7972,licuadora delhi,Electro y Tecno,categoria_generica
6652,5790,apple studio display,Electro y Tecno,categoria_marca
6653,3083,bomba de agua 1/2 hp,Electro y Tecno,modelo_producto
6654,2331,camaras instantaneas,Electro y Tecno,categoria_generica
6655,9196,neckband,Electro y Tecno,modelo_producto
6656,9807,conservadora coleman con ruedas,Deporte y Fitness,modelo_producto
6657,6008,cuba gold,Salud y Belleza,categoria_generica
